"Date","Geo Port","Inflation"
"1981-07-08",31193.06,24100.28
"1981-07-09",31396.9,24108.84
"1981-07-10",31611.98,24117.4
"1981-07-13",31332.41,24143.06
"1981-07-14",30908.27,24151.62
"1981-07-15",31321.62,24160.18
"1981-07-16",31390.49,24168.73
"1981-07-17",31695.08,24177.29
"1981-07-20",30836.8,24202.96
"1981-07-21",30625.37,24211.52
"1981-07-22",30350.9,24220.07
"1981-07-23",30392.54,24228.63
"1981-07-24",30827.99,24237.19
"1981-07-27",31024.69,24262.86
"1981-07-28",30601.06,24271.41
"1981-07-29",30534.42,24279.97
"1981-07-30",30703.42,24288.53
"1981-07-31",30794.76,24297.08
"1981-08-03",30396.68,24315.05
"1981-08-04",30661.33,24321.04
"1981-08-05",31003.57,24327.03
"1981-08-06",31054.29,24333.02
"1981-08-07",30794.16,24339.01
"1981-08-10",31017.49,24356.98
"1981-08-11",31778.27,24362.97
"1981-08-12",31773.55,24368.96
"1981-08-13",31692.42,24374.95
"1981-08-14",31436.99,24380.94
"1981-08-17",31296.41,24398.9
"1981-08-18",31248.93,24404.89
"1981-08-19",31313.64,24410.88
"1981-08-20",31330.29,24416.87
"1981-08-21",31059.54,24422.86
"1981-08-24",29760.94,24440.83
"1981-08-25",29653.03,24446.82
"1981-08-26",29643.33,24452.81
"1981-08-27",29439.09,24458.8
"1981-08-28",29824.31,24464.79
"1981-08-31",29312.4,24482.76
"1981-09-01",29296.07,24490.72
"1981-09-02",29445.9,24498.67
"1981-09-03",28813.14,24506.63
"1981-09-04",28344.5,24514.59
"1981-09-08",27692.33,24546.42
"1981-09-09",27735.14,24554.38
"1981-09-10",28541.33,24562.33
"1981-09-11",28766.73,24570.29
"1981-09-14",28672.2,24594.16
"1981-09-15",28508.02,24602.12
"1981-09-16",28206.01,24610.08
"1981-09-17",27989.26,24618.04
"1981-09-18",27450.44,24625.99
"1981-09-21",27884.3,24649.87
"1981-09-22",27468.73,24657.82
"1981-09-23",26847.42,24665.78
"1981-09-24",26584.61,24673.74
"1981-09-25",25514.03,24681.7
"1981-09-28",25709.71,24705.57
"1981-09-29",25639.81,24713.53
"1981-09-30",25738.68,24721.49
"1981-10-01",25807.79,24723.2
"1981-10-02",26463.59,24724.91
"1981-10-05",26720.25,24730.04
"1981-10-06",26464.68,24731.75
"1981-10-07",27054.06,24733.46
"1981-10-08",27295.07,24735.18
"1981-10-09",27500.21,24736.89
"1981-10-12",27329.91,24742.02
"1981-10-13",27042.39,24743.73
"1981-10-14",26449.35,24745.44
"1981-10-15",26859.24,24747.15
"1981-10-16",26626.82,24748.87
"1981-10-19",26620.43,24754
"1981-10-20",26875.58,24755.71
"1981-10-21",26540.95,24757.42
"1981-10-22",26524.84,24759.13
"1981-10-23",26278.05,24760.85
"1981-10-26",26020.83,24765.98
"1981-10-27",26391.3,24767.69
"1981-10-28",26562.08,24769.4
"1981-10-29",26596.2,24771.11
"1981-10-30",27544.24,24772.82
"1981-11-02",27840.03,24779.84
"1981-11-03",28040.78,24782.49
"1981-11-04",28385.97,24785.15
"1981-11-05",28000.38,24787.8
"1981-11-06",28328.07,24790.45
"1981-11-09",29168.07,24798.41
"1981-11-10",29349.48,24801.06
"1981-11-11",29081.99,24803.71
"1981-11-12",29416.36,24806.37
"1981-11-13",29229.24,24809.02
"1981-11-16",29148.1,24816.98
"1981-11-17",29402.06,24819.63
"1981-11-18",29630.92,24822.28
"1981-11-19",30033.2,24824.93
"1981-11-20",30488.29,24827.59
"1981-11-23",29777.65,24835.54
"1981-11-24",30554.85,24838.2
"1981-11-25",31188.55,24840.85
"1981-11-27",31657.45,24846.15
"1981-11-30",31739.25,24854.11
"1981-12-01",31354.83,24856.68
"1981-12-02",30631.3,24859.25
"1981-12-03",31008.77,24861.81
"1981-12-04",31525.01,24864.38
"1981-12-07",30817.42,24872.08
"1981-12-08",30697.07,24874.65
"1981-12-09",30645.61,24877.21
"1981-12-10",30237.71,24879.78
"1981-12-11",30272.18,24882.35
"1981-12-14",29836.46,24890.05
"1981-12-15",30201.27,24892.62
"1981-12-16",30029.93,24895.18
"1981-12-17",30214.7,24897.75
"1981-12-18",30632.43,24900.32
"1981-12-21",29913.52,24908.02
"1981-12-22",29859.08,24910.58
"1981-12-23",29771.34,24913.15
"1981-12-24",29560.22,24915.72
"1981-12-28",29411.23,24925.99
"1981-12-29",29090.11,24928.55
"1981-12-30",29358.14,24931.12
"1981-12-31",29708.5,24933.69
"1982-01-04",29557.6,24943.95
"1982-01-05",28809.1,24946.52
"1982-01-06",28162.4,24949.09
"1982-01-07",28079.9,24951.66
"1982-01-08",28551.49,24954.22
"1982-01-11",27519.19,24961.92
"1982-01-12",27459.64,24964.49
"1982-01-13",26693.05,24967.06
"1982-01-14",26782.91,24969.62
"1982-01-15",26727.14,24972.19
"1982-01-18",27042.23,24979.89
"1982-01-19",26562.8,24982.46
"1982-01-20",26476.36,24985.03
"1982-01-21",26926.9,24987.59
"1982-01-22",26911.28,24990.16
"1982-01-25",26828.43,24997.86
"1982-01-26",27013.71,25000.43
"1982-01-27",27234.34,25002.99
"1982-01-28",28139.97,25005.56
"1982-01-29",28539.55,25008.13
"1982-02-01",27398.89,25016.1
"1982-02-02",27706.59,25018.95
"1982-02-03",26922.63,25021.79
"1982-02-04",26696.08,25024.63
"1982-02-05",26971.42,25027.47
"1982-02-08",25921.38,25036
"1982-02-09",25760.49,25038.84
"1982-02-10",26272.73,25041.68
"1982-02-11",26463.75,25044.52
"1982-02-12",26364.15,25047.37
"1982-02-16",26247.76,25058.73
"1982-02-17",26132.93,25061.58
"1982-02-18",26328.25,25064.42
"1982-02-19",26302.76,25067.26
"1982-02-22",26413.1,25075.79
"1982-02-23",26283.05,25078.63
"1982-02-24",26767.45,25081.47
"1982-02-25",26723.9,25084.31
"1982-02-26",26414.85,25087.15
"1982-03-01",26481.91,25091.98
"1982-03-02",26837.58,25091.13
"1982-03-03",26267.96,25090.27
"1982-03-04",25992.6,25089.42
"1982-03-05",25521.51,25088.56
"1982-03-08",24783.67,25085.99
"1982-03-09",25055.01,25085.14
"1982-03-10",25144.18,25084.28
"1982-03-11",24806.87,25083.43
"1982-03-12",24409.81,25082.57
"1982-03-15",24420.5,25080
"1982-03-16",24529.32,25079.15
"1982-03-17",24367.73,25078.29
"1982-03-18",24689.08,25077.44
"1982-03-19",24757.97,25076.58
"1982-03-22",25472.93,25074.01
"1982-03-23",25850.22,25073.16
"1982-03-24",25562.65,25072.3
"1982-03-25",25402.36,25071.45
"1982-03-26",24916.04,25070.59
"1982-03-29",25049.66,25068.02
"1982-03-30",24996.32,25067.17
"1982-03-31",25204.07,25066.31
"1982-04-01",25654.8,25069.85
"1982-04-02",26194.8,25073.39
"1982-04-05",26093.85,25084
"1982-04-06",26201.16,25087.53
"1982-04-07",26578.43,25091.07
"1982-04-08",26698.79,25094.61
"1982-04-12",26821.14,25108.75
"1982-04-13",26778.91,25112.29
"1982-04-14",27008.01,25115.83
"1982-04-15",27185.97,25119.36
"1982-04-16",27493.2,25122.9
"1982-04-19",27274.18,25133.51
"1982-04-20",26849.48,25137.05
"1982-04-21",27067.18,25140.58
"1982-04-22",27628.21,25144.12
"1982-04-23",28157.3,25147.66
"1982-04-26",28429.97,25158.27
"1982-04-27",27972.48,25161.8
"1982-04-28",27655.84,25165.34
"1982-04-29",27229.86,25168.88
"1982-04-30",27441.33,25172.41
"1982-05-03",27713.03,25195.52
"1982-05-04",27599.64,25203.22
"1982-05-05",27441.07,25210.92
"1982-05-06",28111.52,25218.62
"1982-05-07",28370.22,25226.32
"1982-05-10",27829.38,25249.42
"1982-05-11",28345.65,25257.12
"1982-05-12",28058.49,25264.82
"1982-05-13",27786.2,25272.53
"1982-05-14",27700.27,25280.23
"1982-05-17",27224.84,25303.33
"1982-05-18",27230.42,25311.03
"1982-05-19",27140.01,25318.73
"1982-05-20",27274.51,25326.43
"1982-05-21",27514.78,25334.13
"1982-05-24",27413.12,25357.23
"1982-05-25",27309.42,25364.94
"1982-05-26",26934.99,25372.64
"1982-05-27",26373.86,25380.34
"1982-05-28",26283.37,25388.04
"1982-06-01",25665.26,25421.75
"1982-06-02",26104.49,25432.36
"1982-06-03",25873.78,25442.97
"1982-06-04",25302.28,25453.58
"1982-06-07",25521.57,25485.41
"1982-06-08",25659.33,25496.02
"1982-06-09",25320.29,25506.63
"1982-06-10",25305.27,25517.24
"1982-06-11",25698.48,25527.85
"1982-06-14",24686.65,25559.68
"1982-06-15",24508.03,25570.29
"1982-06-16",24393.6,25580.9
"1982-06-17",23797.91,25591.51
"1982-06-18",23368.5,25602.12
"1982-06-21",23512.03,25633.95
"1982-06-22",23874.79,25644.56
"1982-06-23",23729.43,25655.17
"1982-06-24",23810.61,25665.78
"1982-06-25",23529.59,25676.39
"1982-06-28",23687.76,25708.22
"1982-06-29",23738.29,25718.83
"1982-06-30",23949.37,25729.44
"1982-07-01",23495.16,25733.72
"1982-07-02",22871.74,25738
"1982-07-06",22633.95,25755.11
"1982-07-07",22764.44,25759.39
"1982-07-08",23160.57,25763.67
"1982-07-09",23888.05,25767.95
"1982-07-12",24548.53,25780.78
"1982-07-13",24587.37,25785.06
"1982-07-14",24619.19,25789.34
"1982-07-15",24531.63,25793.62
"1982-07-16",25011.68,25797.9
"1982-07-19",24913.3,25810.73
"1982-07-20",25133.68,25815.01
"1982-07-21",25341.94,25819.29
"1982-07-22",25195.39,25823.56
"1982-07-23",25285.45,25827.84
"1982-07-26",24589.06,25840.68
"1982-07-27",24429.36,25844.96
"1982-07-28",24034.43,25849.23
"1982-07-29",24123.02,25853.51
"1982-07-30",24451.48,25857.79
"1982-08-02",25096,25865.49
"1982-08-03",25005.06,25867.2
"1982-08-04",24582.3,25868.91
"1982-08-05",24352.85,25870.63
"1982-08-06",23803.23,25872.34
"1982-08-09",23582.47,25877.47
"1982-08-10",23480.9,25879.18
"1982-08-11",23274.97,25880.89
"1982-08-12",23626.09,25882.6
"1982-08-13",23868.7,25884.32
"1982-08-16",24353.04,25889.45
"1982-08-17",25627.23,25891.16
"1982-08-18",25931.11,25892.87
"1982-08-19",25919.49,25894.58
"1982-08-20",27381.19,25896.3
"1982-08-23",27708.74,25901.43
"1982-08-24",28236.35,25903.14
"1982-08-25",28513.19,25904.85
"1982-08-26",28815.9,25906.56
"1982-08-27",28398.37,25908.27
"1982-08-30",28297.83,25913.41
"1982-08-31",28752.76,25915.12
"1982-09-01",28627.53,25916.89
"1982-09-02",29262.26,25918.66
"1982-09-03",30463.34,25920.42
"1982-09-07",30671.39,25927.5
"1982-09-08",30628.65,25929.27
"1982-09-09",30703.46,25931.03
"1982-09-10",29830.92,25932.8
"1982-09-13",30076.56,25938.11
"1982-09-14",30422.18,25939.88
"1982-09-15",30244.43,25941.64
"1982-09-16",30261.27,25943.41
"1982-09-17",29817.54,25945.18
"1982-09-20",30094.67,25950.49
"1982-09-21",31117.48,25952.25
"1982-09-22",31066.05,25954.02
"1982-09-23",31439.05,25955.79
"1982-09-24",31074.54,25957.56
"1982-09-27",30979.88,25962.86
"1982-09-28",30929.31,25964.63
"1982-09-29",30701.09,25966.4
"1982-09-30",30393.04,25968.17
"1982-10-01",31201.77,25970.74
"1982-10-04",30682.25,25978.44
"1982-10-05",30697.51,25981
"1982-10-06",31752.98,25983.57
"1982-10-07",33595.87,25986.14
"1982-10-08",34535.31,25988.71
"1982-10-11",34733.53,25996.41
"1982-10-12",35855.91,25998.97
"1982-10-13",36057.49,26001.54
"1982-10-14",35824.62,26004.11
"1982-10-15",34987.69,26006.67
"1982-10-18",35623.15,26014.37
"1982-10-19",35958.24,26016.94
"1982-10-20",35975.62,26019.51
"1982-10-21",36084.98,26022.08
"1982-10-22",35747.57,26024.64
"1982-10-25",33933.91,26032.34
"1982-10-26",34388.17,26034.91
"1982-10-27",34235.24,26037.48
"1982-10-28",34453.99,26040.04
"1982-10-29",34947.97,26042.61
"1982-11-01",35643.13,26045.98
"1982-11-02",36040.59,26044.21
"1982-11-03",37099.76,26042.44
"1982-11-04",36944.05,26040.67
"1982-11-05",36957.39,26038.9
"1982-11-08",36708.19,26033.6
"1982-11-09",37695.5,26031.83
"1982-11-10",37601.03,26030.06
"1982-11-11",37713.73,26028.29
"1982-11-12",37518.58,26026.53
"1982-11-15",36912.25,26021.22
"1982-11-16",36406.64,26019.45
"1982-11-17",37306.69,26017.68
"1982-11-18",38142.04,26015.92
"1982-11-19",38069.19,26014.15
"1982-11-22",37294.64,26008.84
"1982-11-23",37138.05,26007.07
"1982-11-24",37225.32,26005.31
"1982-11-26",37882.28,26001.77
"1982-11-29",37400.8,25996.46
"1982-11-30",37987.93,25994.69
"1982-12-01",37962.62,25991.27
"1982-12-02",38515.99,25987.85
"1982-12-03",39272.43,25984.43
"1982-12-06",40078.86,25974.16
"1982-12-07",40390.27,25970.74
"1982-12-08",40017.37,25967.31
"1982-12-09",39695.43,25963.89
"1982-12-10",39166.52,25960.47
"1982-12-13",39594.88,25950.2
"1982-12-14",39898.28,25946.78
"1982-12-15",38986.65,25943.36
"1982-12-16",38351.74,25939.93
"1982-12-17",38820.76,25936.51
"1982-12-20",38643.02,25926.24
"1982-12-21",39889.35,25922.82
"1982-12-22",39850.12,25919.4
"1982-12-23",40199.77,25915.98
"1982-12-27",40481.14,25902.28
"1982-12-28",40413.29,25898.86
"1982-12-29",40577.09,25895.44
"1982-12-30",40470.92,25892.02
"1982-12-31",40638.01,25888.59
"1983-01-03",39994.98,25893.73
"1983-01-04",40274.04,25895.44
"1983-01-05",40433.91,25897.15
"1983-01-06",41453.63,25898.86
"1983-01-07",41847.11,25900.57
"1983-01-10",42619.55,25905.71
"1983-01-11",42184.58,25907.42
"1983-01-12",42389.4,25909.13
"1983-01-13",42419.34,25910.84
"1983-01-14",42201.71,25912.55
"1983-01-17",42451.24,25917.69
"1983-01-18",41818.97,25919.4
"1983-01-19",41789.93,25921.11
"1983-01-20",41936.28,25922.82
"1983-01-21",41220.05,25924.53
"1983-01-24",40097.44,25929.67
"1983-01-25",40646.42,25931.38
"1983-01-26",40590.58,25933.09
"1983-01-27",41388.92,25934.8
"1983-01-28",41176.19,25936.51
"1983-01-31",41296.99,25941.64
"1983-02-01",41378.16,25942.59
"1983-02-02",41055.32,25943.54
"1983-02-03",41426.77,25944.49
"1983-02-04",41724.81,25945.43
"1983-02-07",41765.42,25948.28
"1983-02-08",41343.9,25949.22
"1983-02-09",40932.93,25950.17
"1983-02-10",41677.72,25951.12
"1983-02-11",41895.72,25952.07
"1983-02-14",42049.83,25954.91
"1983-02-15",41968.1,25955.85
"1983-02-16",41671.02,25956.8
"1983-02-17",41518.75,25957.75
"1983-02-18",42070.66,25958.7
"1983-02-22",41612.65,25962.49
"1983-02-23",41672.32,25963.43
"1983-02-24",42693.9,25964.38
"1983-02-25",42910.65,25965.33
"1983-02-28",42062.32,25968.17
"1983-03-01",42936.84,25968.17
"1983-03-02",43394.04,25968.17
"1983-03-03",43751.58,25968.17
"1983-03-04",43809.03,25968.17
"1983-03-07",43792.95,25968.17
"1983-03-08",42976.76,25968.17
"1983-03-09",43532.66,25968.17
"1983-03-10",43636.36,25968.17
"1983-03-11",43154.5,25968.17
"1983-03-14",43179.3,25968.17
"1983-03-15",43575.45,25968.17
"1983-03-16",42576.25,25968.17
"1983-03-17",42348.27,25968.17
"1983-03-18",42543.48,25968.17
"1983-03-21",42586.29,25968.17
"1983-03-22",42703.2,25968.17
"1983-03-23",43315.61,25968.17
"1983-03-24",43485.95,25968.17
"1983-03-25",43200.95,25968.17
"1983-03-28",43077.9,25968.17
"1983-03-29",43147.47,25968.17
"1983-03-30",43873.87,25968.17
"1983-03-31",43454,25968.17
"1983-04-04",43687.24,25992.93
"1983-04-05",44073.42,25999.12
"1983-04-06",43753.38,26005.31
"1983-04-07",43869.63,26011.49
"1983-04-08",44394.68,26017.68
"1983-04-11",45340.22,26036.25
"1983-04-12",45483.43,26042.44
"1983-04-13",45829.69,26048.63
"1983-04-14",46508.99,26054.82
"1983-04-15",46398.01,26061.01
"1983-04-18",46801.44,26079.58
"1983-04-19",46173.83,26085.76
"1983-04-20",46826.96,26091.95
"1983-04-21",46449.97,26098.14
"1983-04-22",46646.76,26104.33
"1983-04-25",46452.12,26122.9
"1983-04-26",46878.34,26129.09
"1983-04-27",46795.35,26135.28
"1983-04-28",47317.45,26141.47
"1983-04-29",47486.82,26147.66
"1983-05-02",46940.47,26164.11
"1983-05-03",47083.68,26169.25
"1983-05-04",47626.12,26174.38
"1983-05-05",47517.03,26179.52
"1983-05-06",47969.55,26184.65
"1983-05-09",47950.66,26200.05
"1983-05-10",48721.34,26205.19
"1983-05-11",48269.49,26210.32
"1983-05-12",47825.32,26215.45
"1983-05-13",48414.98,26220.59
"1983-05-16",47562.82,26235.99
"1983-05-17",47829.46,26241.12
"1983-05-18",47795.22,26246.26
"1983-05-19",47070.87,26251.39
"1983-05-20",46917.13,26256.52
"1983-05-23",47091.18,26271.93
"1983-05-24",47839.95,26277.06
"1983-05-25",48256.15,26282.19
"1983-05-26",48101.09,26287.33
"1983-05-27",47724.08,26292.46
"1983-05-31",46885.14,26313
"1983-06-01",46436.67,26315.65
"1983-06-02",46995.1,26318.3
"1983-06-03",47156.95,26320.95
"1983-06-06",46999.87,26328.91
"1983-06-07",46235.06,26331.56
"1983-06-08",45805.49,26334.22
"1983-06-09",46068.42,26336.87
"1983-06-10",46366.96,26339.52
"1983-06-13",47010.54,26347.48
"1983-06-14",47199.98,26350.13
"1983-06-15",47779.43,26352.79
"1983-06-16",48628.39,26355.44
"1983-06-17",48652.09,26358.09
"1983-06-20",48341.83,26366.05
"1983-06-21",48519.37,26368.7
"1983-06-22",48501.22,26371.35
"1983-06-23",48306.03,26374.01
"1983-06-24",48326.66,26376.66
"1983-06-27",47808.01,26384.62
"1983-06-28",47321.94,26387.27
"1983-06-29",47677.02,26389.92
"1983-06-30",48058.75,26392.57
"1983-07-01",48330.48,26396
"1983-07-05",47611.71,26409.69
"1983-07-06",48060.71,26413.11
"1983-07-07",47943.33,26416.53
"1983-07-08",48131.19,26419.95
"1983-07-11",48567.91,26430.22
"1983-07-12",47737.17,26433.64
"1983-07-13",47554.83,26437.07
"1983-07-14",47850.59,26440.49
"1983-07-15",47056.52,26443.91
"1983-07-18",47114.95,26454.18
"1983-07-19",47458.32,26457.6
"1983-07-20",48591.85,26461.03
"1983-07-21",48272.91,26464.45
"1983-07-22",47919.22,26467.87
"1983-07-25",48202.9,26478.14
"1983-07-26",48162.77,26481.56
"1983-07-27",47584.98,26484.98
"1983-07-28",46876.86,26488.41
"1983-07-29",46027.6,26491.83
"1983-08-01",46027.57,26501.24
"1983-08-02",45966.88,26503.81
"1983-08-03",45733.4,26506.37
"1983-08-04",45127.37,26508.94
"1983-08-05",44980.51,26511.51
"1983-08-08",44422.35,26519.21
"1983-08-09",44727.13,26521.78
"1983-08-10",44736.19,26524.34
"1983-08-11",44959.61,26526.91
"1983-08-12",45348.78,26529.48
"1983-08-15",46004.01,26537.18
"1983-08-16",45884.58,26539.75
"1983-08-17",46414.09,26542.31
"1983-08-18",45988.9,26544.88
"1983-08-19",45788.82,26547.45
"1983-08-22",46085.09,26555.15
"1983-08-23",45740.76,26557.71
"1983-08-24",45069.59,26560.28
"1983-08-25",45169.15,26562.85
"1983-08-26",45372.68,26565.41
"1983-08-29",45105.12,26573.12
"1983-08-30",45277.65,26575.68
"1983-08-31",45400.4,26578.25
"1983-09-01",45686.17,26582.67
"1983-09-02",45965.13,26587.09
"1983-09-06",46951.82,26604.77
"1983-09-07",47031.53,26609.2
"1983-09-08",47026.13,26613.62
"1983-09-09",46891.21,26618.04
"1983-09-12",47093.21,26631.3
"1983-09-13",46659.75,26635.72
"1983-09-14",46498.89,26640.14
"1983-09-15",46424.53,26644.56
"1983-09-16",47129.09,26648.98
"1983-09-19",47391.38,26662.25
"1983-09-20",47735.98,26666.67
"1983-09-21",47236.68,26671.09
"1983-09-22",47560.51,26675.51
"1983-09-23",47610.75,26679.93
"1983-09-26",47991.15,26693.19
"1983-09-27",47611.56,26697.61
"1983-09-28",47463.69,26702.03
"1983-09-29",47393.4,26706.45
"1983-09-30",47084.02,26710.88
"1983-10-03",46712.9,26718.58
"1983-10-04",47053.7,26721.14
"1983-10-05",47171.32,26723.71
"1983-10-06",47812.72,26726.28
"1983-10-07",48097.9,26728.84
"1983-10-10",48683.52,26736.54
"1983-10-11",47974.29,26739.11
"1983-10-12",47719.7,26741.68
"1983-10-13",47390.8,26744.25
"1983-10-14",47237.7,26746.81
"1983-10-17",47425.72,26754.51
"1983-10-18",46458.13,26757.08
"1983-10-19",46248.87,26759.65
"1983-10-20",46205.77,26762.21
"1983-10-21",46022.51,26764.78
"1983-10-24",45672.58,26772.48
"1983-10-25",45698.1,26775.05
"1983-10-26",45424.26,26777.62
"1983-10-27",45384.18,26780.18
"1983-10-28",45352.05,26782.75
"1983-10-31",45171.15,26790.45
"1983-11-01",45224.17,26792.22
"1983-11-02",45763.31,26793.99
"1983-11-03",45362.4,26795.76
"1983-11-04",45022.44,26797.52
"1983-11-07",44665.65,26802.83
"1983-11-08",44784.81,26804.6
"1983-11-09",45180.72,26806.37
"1983-11-10",45513.87,26808.13
"1983-11-11",46030.49,26809.9
"1983-11-14",46430.97,26815.21
"1983-11-15",46241.39,26816.98
"1983-11-16",46142.46,26818.74
"1983-11-17",46090.99,26820.51
"1983-11-18",46206.02,26822.28
"1983-11-21",46641.2,26827.59
"1983-11-22",46852.66,26829.35
"1983-11-23",46788.53,26831.12
"1983-11-25",46906.15,26834.66
"1983-11-28",46964.73,26839.96
"1983-11-29",47515.33,26841.73
"1983-11-30",47150.85,26843.5
"1983-12-01",47022.2,26844.36
"1983-12-02",46720.83,26845.21
"1983-12-05",46735.54,26847.78
"1983-12-06",46732.22,26848.64
"1983-12-07",46957.54,26849.49
"1983-12-08",46622.23,26850.35
"1983-12-09",46359.5,26851.2
"1983-12-12",46509.3,26853.77
"1983-12-13",46320.2,26854.62
"1983-12-14",45828.27,26855.48
"1983-12-15",45495.39,26856.34
"1983-12-16",45804.39,26857.19
"1983-12-19",45827.99,26859.76
"1983-12-20",45798.87,26860.61
"1983-12-21",46135.98,26861.47
"1983-12-22",46325.26,26862.33
"1983-12-23",46392,26863.18
"1983-12-27",46938.44,26866.6
"1983-12-28",47001,26867.46
"1983-12-29",46880.1,26868.32
"1983-12-30",47053.26,26869.17
"1984-01-03",46742.82,26885.43
"1984-01-04",47445.43,26890.56
"1984-01-05",47838.77,26895.7
"1984-01-06",48228.81,26900.83
"1984-01-09",47974.4,26916.23
"1984-01-10",47952.56,26921.37
"1984-01-11",47757.18,26926.5
"1984-01-12",47859.55,26931.63
"1984-01-13",48249.43,26936.77
"1984-01-16",48378.76,26952.17
"1984-01-17",48503.76,26957.3
"1984-01-18",48253.91,26962.44
"1984-01-19",48376.21,26967.57
"1984-01-20",48129.33,26972.7
"1984-01-23",47729.26,26988.11
"1984-01-24",47714.69,26993.24
"1984-01-25",47703.28,26998.37
"1984-01-26",47638.46,27003.51
"1984-01-27",47771.91,27008.64
"1984-01-30",47425.69,27024.04
"1984-01-31",47410.53,27029.18
"1984-02-01",47445.96,27033.75
"1984-02-02",47767.66,27038.32
"1984-02-03",47266.67,27042.9
"1984-02-06",46352.57,27056.62
"1984-02-07",46540.68,27061.19
"1984-02-08",46158.24,27065.76
"1984-02-09",45984.78,27070.34
"1984-02-10",45976.68,27074.91
"1984-02-13",45707.29,27088.63
"1984-02-14",45913.38,27093.2
"1984-02-15",46097.95,27097.78
"1984-02-16",45943.86,27102.35
"1984-02-17",45584.76,27106.92
"1984-02-21",45666.36,27125.22
"1984-02-22",45485.11,27129.79
"1984-02-23",45216.24,27134.36
"1984-02-24",46025.09,27138.94
"1984-02-27",46373.08,27152.66
"1984-02-28",45901.47,27157.23
"1984-02-29",46118.09,27161.8
"1984-03-01",46404.57,27163.52
"1984-03-02",47073.67,27165.23
"1984-03-05",46765.44,27170.36
"1984-03-06",46594.67,27172.07
"1984-03-07",46178.28,27173.78
"1984-03-08",46186.72,27175.49
"1984-03-09",45834.69,27177.21
"1984-03-12",46178.83,27182.34
"1984-03-13",46333.06,27184.05
"1984-03-14",46255.73,27185.76
"1984-03-15",46379.43,27187.47
"1984-03-16",46717.41,27189.18
"1984-03-19",46295.91,27194.32
"1984-03-20",46961.23,27196.03
"1984-03-21",46966.01,27197.74
"1984-03-22",46559.26,27199.45
"1984-03-23",46545.04,27201.16
"1984-03-26",46586.21,27206.3
"1984-03-27",46706.04,27208.01
"1984-03-28",47518.82,27209.72
"1984-03-29",47694.3,27211.43
"1984-03-30",47444.28,27213.14
"1984-04-02",46885.21,27223.7
"1984-04-03",46695.43,27228.12
"1984-04-04",46584.87,27232.54
"1984-04-05",46033.4,27236.96
"1984-04-06",46402.52,27241.38
"1984-04-09",46559.47,27254.64
"1984-04-10",46421.41,27259.06
"1984-04-11",46147.16,27263.48
"1984-04-12",46825.9,27267.9
"1984-04-13",46397.4,27272.33
"1984-04-16",46569.65,27285.59
"1984-04-17",46819.36,27290.01
"1984-04-18",46194.8,27294.43
"1984-04-19",46303.68,27298.85
"1984-04-23",46032.82,27316.53
"1984-04-24",46297.95,27320.95
"1984-04-25",46243.89,27325.38
"1984-04-26",46671.98,27329.8
"1984-04-27",46378.79,27334.22
"1984-04-30",46230.28,27347.48
"1984-05-01",46356.83,27350.05
"1984-05-02",46473.04,27352.61
"1984-05-03",45979.13,27355.18
"1984-05-04",45401.03,27357.75
"1984-05-07",45675.44,27365.45
"1984-05-08",45766.5,27368.02
"1984-05-09",45430.98,27370.58
"1984-05-10",45436.94,27373.15
"1984-05-11",44732.56,27375.72
"1984-05-14",44187.68,27383.42
"1984-05-15",44665.02,27385.98
"1984-05-16",44748.6,27388.55
"1984-05-17",43705.77,27391.12
"1984-05-18",43399.06,27393.69
"1984-05-21",43066.35,27401.39
"1984-05-22",42656.53,27403.95
"1984-05-23",42624.41,27406.52
"1984-05-24",41901.03,27409.09
"1984-05-25",41990.69,27411.65
"1984-05-29",41285.99,27421.92
"1984-05-30",40931.52,27424.49
"1984-05-31",41154.25,27427.06
"1984-06-01",42535.27,27429.71
"1984-06-04",42822.03,27437.67
"1984-06-05",43233.56,27440.32
"1984-06-06",43260.34,27442.97
"1984-06-07",43089.34,27445.62
"1984-06-08",42925.58,27448.28
"1984-06-11",42307.73,27456.23
"1984-06-12",42451.97,27458.89
"1984-06-13",42463.11,27461.54
"1984-06-14",42046.5,27464.19
"1984-06-15",41696.07,27466.84
"1984-06-18",41855.54,27474.8
"1984-06-19",42065.6,27477.45
"1984-06-20",42151.64,27480.11
"1984-06-21",42254.23,27482.76
"1984-06-22",42516.94,27485.41
"1984-06-25",42350.49,27493.37
"1984-06-26",42023.29,27496.02
"1984-06-27",41745.47,27498.67
"1984-06-28",41705.73,27501.33
"1984-06-29",41653.33,27503.98
"1984-07-02",41481.26,27513.48
"1984-07-03",41679.92,27516.9
"1984-07-05",41635.14,27523.74
"1984-07-06",41460.2,27527.17
"1984-07-09",41882.74,27537.43
"1984-07-10",41373.37,27540.86
"1984-07-11",40235.2,27544.28
"1984-07-12",40622.22,27547.7
"1984-07-13",40947.2,27551.13
"1984-07-16",41218.69,27561.39
"1984-07-17",41276.59,27564.82
"1984-07-18",41194.1,27568.24
"1984-07-19",41141.25,27571.66
"1984-07-20",40313.5,27575.08
"1984-07-23",39651.08,27585.35
"1984-07-24",39277.01,27588.77
"1984-07-25",39932.33,27592.2
"1984-07-26",40292.54,27595.62
"1984-07-27",40256.39,27599.04
"1984-07-30",39888.72,27609.31
"1984-07-31",40086.79,27612.73
"1984-08-01",41088.85,27616.15
