Monthly Start Date,Total Nominal Return (%),"Inferred Regime ID (0=Low, 2=High)"
1898-06-20,-1.1852596285127166,1.0
1898-07-20,9.385903901848172,0.0
1898-08-18,-2.041966855335043,0.0
1898-09-19,-4.6772834174769296,0.0
1898-10-18,6.608666914437413,0.0
1898-11-17,5.146015073061427,0.0
1898-12-19,5.68786630802142,0.0
1899-01-19,6.035260260632355,0.0
1899-02-20,3.3549409629062508,1.0
1899-03-22,4.819915769295184,1.0
1899-04-21,-6.379794346951913,1.0
1899-05-22,-1.2415332950203763,1.0
1899-06-22,4.500137353547466,1.0
1899-07-25,2.2842144037089946,1.0
1899-08-23,-2.9879353491873273,1.0
1899-09-22,2.0168671144691626,1.0
1899-10-24,0.5810562647565033,1.0
1899-11-23,-16.87635684273477,1.0
1899-12-26,8.021875064946503,2.0
1900-01-25,0.5024311896035566,1.0
1900-02-27,3.857672334294632,0.0
1900-03-28,-1.1094093914664784,0.0
1900-04-27,-5.274898487673468,0.0
1900-05-28,-4.948746315317219,0.0
1900-06-27,4.7092772172517945,0.0
1900-07-27,1.4201143763930881,0.0
1900-08-27,-5.040341810055782,0.0
1900-09-26,9.936181684898278,0.0
1900-10-25,8.611897459051919,1.0
1900-11-26,7.535021106623236,1.0
1900-12-28,-0.3271358566693562,1.0
1901-01-29,1.8643618665145452,1.0
1901-03-01,6.419313652030693,1.0
1901-04-01,10.413386240496367,1.0
1901-05-01,-4.09769152919081,1.0
1901-05-31,4.907519299140027,2.0
1901-07-01,-7.288547109556806,1.0
1901-08-01,3.1352054656559174,1.0
1901-08-30,-4.215090149954671,1.0
1901-10-02,1.7423378449778393,1.0
1901-10-31,1.3250867550864016,0.0
1901-12-03,2.2537816553144525,0.0
1902-01-03,-0.5082891201799425,0.0
1902-02-03,-0.07278071331406366,0.0
1902-03-05,3.3768531126037677,0.0
1902-04-04,1.5266089410909733,0.0
1902-05-05,-0.055363079688040634,0.0
1902-06-04,0.9568509616067185,0.0
1902-07-03,3.7155951484444536,0.0
1902-08-04,1.8185405526777452,0.0
1902-09-03,-1.7729942027293604,0.0
1902-10-02,-2.494371869498535,1.0
1902-10-31,-2.875041735203173,1.0
1902-12-03,2.2727493087496287,1.0
1903-01-05,0.7906983817068463,1.0
1903-02-03,-4.54297657034164,0.0
1903-03-06,-2.280551608826858,0.0
1903-04-06,1.6516406271365784,0.0
1903-05-07,-7.302191314463576,1.0
1903-06-05,0.3717374009550372,1.0
1903-07-06,-8.474734139270815,1.0
1903-08-04,2.623034877680952,1.0
1903-09-02,-7.128123007109776,1.0
1903-10-02,0.3270942416934872,1.0
1903-11-02,2.1645920351308305,1.0
1903-12-03,3.254325346488801,0.0
1904-01-05,1.6034239468310811,0.0
1904-02-03,-3.5685634536626702,0.0
1904-03-07,3.395454178789291,0.0
1904-04-06,-0.28347117590633175,0.0
1904-05-05,-0.7969739196694003,0.0
1904-06-06,4.380726896356423,0.0
1904-07-06,3.8153727792055436,0.0
1904-08-04,4.238330764240821,0.0
1904-09-02,4.617823882237758,0.0
1904-10-04,5.127787809193179,0.0
1904-11-02,7.416376876238229,0.0
1904-12-05,-1.2185589030803976,0.0
1905-01-05,2.6014616138507396,1.0
1905-02-03,4.010146795818778,0.0
1905-03-08,2.859723654063399,0.0
1905-04-06,-5.394779495233105,0.0
1905-05-08,-2.723726363253367,1.0
1905-06-07,7.532382884664707,1.0
1905-07-07,2.459056027460697,0.0
1905-08-07,1.823737092937775,0.0
1905-09-06,1.4556036679423439,0.0
1905-10-05,1.187998044176622,0.0
1905-11-03,1.7327405195723817,0.0
1905-12-06,3.509133220936498,0.0
1906-01-08,1.5413673298206214,0.0
1906-02-06,-3.0593780445829215,0.0
1906-03-09,2.053419768967115,0.0
1906-04-09,-6.092171500156949,0.0
1906-05-08,4.842182912316233,1.0
1906-06-07,-4.982744312442723,1.0
1906-07-09,5.388233285130289,1.0
1906-08-07,3.4124226012553405,0.0
1906-09-06,0.331278101240457,0.0
1906-10-05,-1.1089734035053702,0.0
1906-11-05,1.974174174322658,0.0
1906-12-06,-1.633976033758976,0.0
1907-01-08,-7.093078674562469,1.0
1907-02-06,-7.634850900776783,1.0
1907-03-11,-0.4701433258990986,1.0
1907-04-09,-0.9537035456351504,2.0
1907-05-08,-6.040714219386485,1.0
1907-06-07,5.680839437801772,1.0
1907-07-09,-4.85671670680437,1.0
1907-08-07,-2.2706980327721635,1.0
1907-09-06,-3.625315955496108,1.0
1907-10-07,-13.61952046501994,1.0
1907-11-06,6.019256727862197,1.0
1907-12-06,1.3418083254760456,1.0
1908-01-08,-0.2060670918944425,1.0
1908-02-06,-1.3587564322238492,1.0
1908-03-09,6.34250918225753,1.0
1908-04-07,7.405470548514058,1.0
1908-05-07,1.6693960680146693,1.0
1908-06-05,0.3478465121980046,1.0
1908-07-06,7.872561398393022,1.0
1908-08-04,3.399301753810173,1.0
1908-09-02,-3.57342321961188,1.0
1908-10-02,4.3838349913343375,1.0
1908-11-02,5.7364962415611265,0.0
1908-12-03,1.6136137560222887,0.0
1909-01-05,-0.7931205163298701,0.0
1909-02-03,-1.5976361973048279,0.0
1909-03-08,5.913294556680356,1.0
1909-04-06,1.8047995405202437,0.0
1909-05-06,4.322929477197284,0.0
1909-06-07,-0.04743956029974347,0.0
1909-07-07,3.7452007585992395,0.0
1909-08-05,0.0645503784492667,0.0
1909-09-03,1.865336543018786,0.0
1909-10-05,-1.0607154705394048,0.0
1909-11-05,-1.8215492117278493,0.0
1909-12-07,1.9060725470435342,0.0
1910-01-05,-6.884847032608357,0.0
1910-02-03,2.721228894347612,0.0
1910-03-07,-0.9235349134812934,0.0
1910-04-06,-3.2704778613806713,0.0
1910-05-05,-2.9882841538134426,1.0
1910-06-06,-3.6026246787928455,1.0
1910-07-06,-1.1021181027802636,1.0
1910-08-04,1.6404420820560046,1.0
1910-09-02,3.7797356094369485,0.0
1910-10-04,3.34141250709143,0.0
1910-11-03,-3.9384637019034363,0.0
1910-12-06,2.4197129455941617,0.0
1911-01-06,4.01700026659501,0.0
1911-02-06,-2.4959201911456583,0.0
1911-03-09,1.7931358417104972,0.0
1911-04-07,0.4733537164610272,0.0
1911-05-09,4.417658716953428,0.0
1911-06-08,-0.24450309754616448,0.0
1911-07-10,-2.400443626247625,0.0
1911-08-08,-3.579641651999321,0.0
1911-09-07,-2.3390666828460174,0.0
1911-10-06,4.600641347714718,0.0
1911-11-08,-0.31141388102136325,0.0
1911-12-08,0.8470161124369116,0.0
1912-01-10,0.39582160456657267,0.0
1912-02-08,1.8557792160732145,0.0
1912-03-12,5.345492088322106,0.0
1912-04-11,-0.7195513272555102,0.0
1912-05-10,1.1102550188455569,0.0
1912-06-11,-1.3566637961472359,0.0
1912-07-11,3.2612269453856415,0.0
1912-08-09,0.25882902272119934,0.0
1912-09-10,2.977457632165612,0.0
1912-10-09,-1.3510825446744321,0.0
1912-11-08,-4.763587670908086,0.0
1912-12-10,2.1706590944132507,0.0
1913-01-10,-3.4354950405270572,0.0
1913-02-10,-3.86998094320906,0.0
1913-03-12,3.0478136202963273,0.0
1913-04-11,-3.124689013413539,0.0
1913-05-12,-7.1328287304427,0.0
1913-06-11,3.1764650949565514,0.0
1913-07-11,4.198007829427751,0.0
1913-08-11,0.9301588319602709,0.0
1913-09-10,-0.5835083373741433,0.0
1913-10-09,-3.5044344719643465,0.0
1913-11-11,1.7971596814129196,0.0
1913-12-11,2.2172461911639747,0.0
1914-01-13,3.1545663645591735,0.0
1914-02-11,-1.9352389713936171,0.0
1914-03-16,-0.581767413365797,0.0
1914-04-15,-0.3605584925995393,0.0
1914-05-14,1.7127687641035076,0.0
1914-06-12,-0.22278659064712586,0.0
1914-07-13,-10.430605802601738,0.0
1914-12-23,5.582033237390617,1.0
1915-01-25,-6.04080331980942,0.0
1915-02-25,7.0738892750223155,0.0
1915-03-26,9.734540200363908,0.0
1915-04-27,-5.2865859928020305,0.0
1915-05-26,3.8090459189323447,1.0
1915-06-25,1.4768274730452027,1.0
1915-07-27,4.673163145839229,1.0
1915-08-25,6.0073999523704735,1.0
1915-09-24,9.340086758784235,0.0
1915-10-26,2.999462679773865,0.0
1915-11-26,0.5931912234137264,0.0
1915-12-27,-3.830703073518307,0.0
1916-01-26,-1.4740794382529803,0.0
1916-02-25,1.6111762869309434,0.0
1916-03-27,-3.981015769773045,0.0
1916-04-26,6.302229070219939,0.0
1916-05-25,-2.2938748448656643,0.0
1916-06-26,-0.15285441635428917,0.0
1916-07-26,4.2967185918884505,0.0
1916-08-24,4.604773387166292,0.0
1916-09-25,3.410887337609818,0.0
1916-10-25,0.2011420637863438,0.0
1916-11-24,-5.607056253681493,0.0
1916-12-27,0.3760306314868519,1.0
1917-01-26,-5.024242422389665,1.0
1917-02-28,4.435004904578542,1.0
1917-03-29,-3.2918896289971653,1.0
1917-04-30,1.432655795585208,1.0
1917-05-29,-0.14393854047508958,1.0
1917-06-29,-2.3076464593039483,0.0
1917-07-31,-4.479793142666634,0.0
1917-08-29,-1.4426038813131687,0.0
1917-09-28,-8.58187560358314,1.0
1917-10-30,-4.215319454614752,1.0
1917-11-30,3.8577106380920743,2.0
1918-01-02,4.942571060442423,2.0
1918-02-01,0.253510696451012,1.0
1918-03-08,-1.2814394965675537,0.0
1918-04-09,2.9786989449415455,0.0
1918-05-08,0.9742493447589111,0.0
1918-06-07,2.67791418507209,0.0
1918-07-09,-0.4851896883488155,0.0
1918-08-07,4.394378995268238,0.0
1918-09-06,0.34146104634963986,0.0
1918-10-08,4.808630322694001,0.0
1918-11-07,-2.9100690010315597,1.0
1918-12-10,-1.8223183659536666,1.0
1919-01-10,-3.0407083534703885,0.0
1919-02-10,8.021609716393648,0.0
1919-03-12,0.7757298651929105,0.0
1919-04-11,7.181343431074108,0.0
1919-05-14,3.9960259726685523,0.0
1919-06-13,4.043078361389946,1.0
1919-07-15,-6.650148418840904,1.0
1919-08-13,0.6880561071148557,1.0
1919-09-15,4.141804017418217,1.0
1919-10-15,-1.6268049447611856,1.0
1919-11-14,-5.427927904847455,1.0
1919-12-16,0.07660078036020934,1.0
1920-01-16,-8.94648048573622,1.0
1920-02-17,10.652415244940148,1.0
1920-03-18,0.5487374180087321,1.0
1920-04-19,-8.98099543213218,1.0
1920-05-18,-0.1191410978857681,1.0
1920-06-17,0.5524561715287507,1.0
1920-07-19,-1.7390279235132347,1.0
1920-08-17,4.858533113064998,1.0
1920-09-16,2.8077526871744736,1.0
1920-10-18,-7.86639993931533,1.0
1920-11-17,-7.877150536987687,1.0
1920-12-17,6.004771492658316,1.0
1921-01-17,-0.1968431270099853,1.0
1921-02-15,-2.0258725952569687,1.0
1921-03-17,0.26482101313326867,1.0
1921-04-18,3.257736807640257,1.0
1921-05-17,-7.657385565646169,1.0
1921-06-16,-0.22252278340042875,1.0
1921-07-18,0.8379890512253464,1.0
1921-08-16,5.818192122115436,1.0
1921-09-15,-1.9576283745195737,1.0
1921-10-17,6.765132023994607,0.0
1921-11-17,3.1439964829276055,0.0
1921-12-19,2.8131376860422526,0.0
1922-01-19,1.922529523926039,0.0
1922-02-20,4.723179135229767,0.0
1922-03-22,5.6679740601221615,0.0
1922-04-21,2.074010383654014,0.0
1922-05-22,-1.585317791312817,0.0
1922-06-21,4.337722718283385,0.0
1922-07-21,3.524885864387024,0.0
1922-08-21,2.212988247040051,0.0
1922-09-20,1.0349051468135342,0.0
1922-10-20,-5.833376970414631,0.0
1922-11-21,0.3914244972097881,1.0
1922-12-21,0.7685095542723686,1.0
1923-01-23,6.621226360000139,0.0
1923-02-23,-0.19772291868098013,0.0
1923-03-26,-2.1874579971886967,0.0
1923-04-25,-6.613951235642378,0.0
1923-05-24,1.0923771098849169,1.0
1923-06-25,-3.186485046733157,1.0
1923-07-25,1.1916155818291965,1.0
1923-08-27,-2.17793492908861,1.0
1923-09-26,-0.7357084175240235,0.0
1923-10-26,6.4809230468385275,0.0
1923-11-27,0.7233859392047088,0.0
1923-12-28,4.27368827862032,0.0
1924-01-29,-0.7268572623005316,0.0
1924-02-29,-2.6987568049600297,0.0
1924-03-31,-0.6647944145050514,0.0
1924-04-30,1.0991051975629884,0.0
1924-05-29,5.519741478006927,0.0
1924-06-30,5.484266294627881,0.0
1924-07-30,1.5792174785576016,0.0
1924-08-28,1.0981874636805284,0.0
1924-09-29,-1.0065638405071329,0.0
1924-10-29,8.348285688204477,0.0
1924-12-01,4.333711704525285,0.0
1924-12-31,2.8883876455264335,0.0
1925-01-30,2.745599126256128,0.0
1925-03-04,-5.820854339908469,1.0
1925-04-02,2.896197820035028,1.0
1925-05-04,5.369377469546703,0.0
1925-06-02,0.6961357797593308,0.0
1925-07-01,2.2891693780490816,0.0
1925-07-30,4.808066624318803,0.0
1925-08-28,1.422157631948907,0.0
1925-09-29,5.395155327969877,0.0
1925-10-29,-0.0691609138144974,0.0
1925-12-01,4.093121885005566,1.0
1925-12-31,0.5149991438366285,1.0
1926-02-01,-7.641571350884102,1.0
1926-03-04,-0.33568843287360806,1.0
1926-04-05,0.9224137061222255,1.0
1926-05-04,2.856137299347347,1.0
1926-06-03,6.033075303734358,0.0
1926-07-02,4.304023237088222,0.0
1926-08-03,2.3563956014007132,0.0
1926-09-01,-1.2413652313890373,0.0
1926-10-01,-3.6013070376274787,0.0
1926-11-03,3.134477033453105,1.0
1926-12-03,1.1953404989762682,0.0
1927-01-03,0.14372799750806364,0.0
1927-02-01,3.010802790556375,0.0
1927-03-03,2.4318991954053972,0.0
1927-04-01,2.1860237790192274,0.0
1927-05-03,5.089893057760083,0.0
1927-06-02,-2.106783216139755,0.0
1927-07-05,8.736486945753773,0.0
1927-08-03,0.32236521071320506,0.0
1927-09-01,3.7104224154482335,0.0
1927-10-03,-6.845229000811389,0.0
1927-11-02,7.598554246162154,0.0
1927-12-05,1.4104730789424487,0.0
1928-01-05,-0.09590539454167579,0.0
1928-02-03,0.6346563539402814,0.0
1928-03-07,7.557170984745886,0.0
1928-04-05,6.706699533141872,1.0
1928-05-07,-1.5824829018412871,1.0
1928-06-06,-1.5014600488949459,1.0
1928-07-06,-0.281774143282842,1.0
1928-08-06,8.253466384747613,1.0
1928-09-05,1.3452572732998205,1.0
1928-10-04,3.843665455861196,1.0
1928-11-05,8.395694683476561,1.0
1928-12-06,2.1832210489944215,1.0
1929-01-08,6.149444032836709,1.0
1929-02-06,-1.1658739591213185,1.0
1929-03-11,-2.4340242308750986,1.0
1929-04-10,6.370567414636704,1.0
1929-05-09,-2.213372003897367,1.0
1929-06-10,10.475690168147754,1.0
1929-07-10,3.2302234508943375,1.0
1929-08-08,9.076600224553616,1.0
1929-09-09,-4.2090767409344485,1.0
1929-10-08,-34.92753735517188,2.0
1929-11-08,5.7967264193292545,2.0
1929-12-11,-4.165188642906774,2.0
1930-01-13,7.371281529502514,2.0
1930-02-11,1.8003128843898375,1.0
1930-03-13,10.260051476073825,1.0
1930-04-11,-6.970426424151287,1.0
1930-05-13,-7.758986439976653,2.0
1930-06-12,-7.268588971375935,2.0
1930-07-14,-0.3336605281985041,2.0
1930-08-12,7.236046981867926,2.0
1930-09-11,-20.806320156684944,2.0
1930-10-10,-10.688438972960569,2.0
1930-11-12,-0.9897832223879206,2.0
1930-12-12,1.1468504568859705,2.0
1931-01-14,10.282399433062652,2.0
1931-02-13,3.1690258118350565,2.0
1931-03-17,-8.985365527298757,2.0
1931-04-16,-9.374630515351633,2.0
1931-05-15,-5.869597006172744,2.0
1931-06-15,3.9590073732882596,2.0
1931-07-14,-1.2171424589162823,2.0
1931-08-12,-9.686408060641359,2.0
1931-09-11,-17.21407627153766,2.0
1931-10-13,5.770510092805168,2.0
1931-11-12,-27.85066935234586,2.0
1931-12-14,6.511786917795337,2.0
1932-01-14,-7.4833091852693965,2.0
1932-02-15,2.8038343131384114,2.0
1932-03-16,-27.83928044195623,2.0
1932-04-15,-10.174043954264103,2.0
1932-05-16,-11.523110366920733,2.0
1932-06-15,-2.284155440865729,2.0
1932-07-15,38.29247180923595,2.0
1932-08-15,11.235497460657491,2.0
1932-09-14,-15.00048712575363,2.0
1932-10-14,11.301157374155007,2.0
1932-11-15,-3.627473783139814,2.0
1932-12-15,-0.22028725939779292,2.0
1933-01-17,-10.959132997787664,2.0
1933-02-16,-0.6422878833030181,2.0
1933-03-29,21.94142617662187,2.0
1933-04-28,19.5841905724579,2.0
1933-05-29,16.491453309107463,2.0
1933-06-28,-2.4271479192107615,2.0
1933-07-28,5.7616830987151095,2.0
1933-08-28,-11.004203272694793,2.0
1933-09-27,-6.060185786434434,2.0
1933-10-27,2.9802774429855186,2.0
1933-11-28,3.3645295413621845,2.0
1933-12-29,11.670467154363596,2.0
1934-01-30,-3.912851740724228,2.0
1934-03-02,0.710437088800153,2.0
1934-04-03,-2.4677594506822684,2.0
1934-05-02,-8.042624610565206,2.0
1934-06-01,2.371590976698369,2.0
1934-07-02,-11.819124374525371,2.0
1934-08-01,6.800997218165174,2.0
1934-08-30,-1.5150662197824631,2.0
1934-10-01,-2.8039438950364657,2.0
1934-10-31,7.187015941194515,1.0
1934-12-04,1.7323730976353153,1.0
1935-01-04,-4.6951853117134785,1.0
1935-02-04,-6.319449012694997,1.0
1935-03-07,1.8783550948545673,1.0
1935-04-05,9.766070895674567,1.0
1935-05-07,5.357044671009847,1.0
1935-06-06,5.799172600177319,1.0
1935-07-08,7.06110030991098,1.0
1935-08-06,1.737045855144563,1.0
1935-09-05,-0.5405635035455345,1.0
1935-10-04,11.683208272186965,1.0
1935-11-04,4.758819897578533,1.0
1935-12-06,3.6670198098083637,1.0
1936-01-08,5.683822194215022,1.0
1936-02-06,5.2459045915049884,1.0
1936-03-09,2.992164309499292,1.0
1936-04-07,-8.599908715248294,1.0
1936-05-07,-0.0020247425151751486,1.0
1936-06-05,6.4060598555327575,1.0
1936-07-06,6.098641470954587,1.0
1936-08-04,0.5998541008547736,1.0
1936-09-02,0.9948483031523353,1.0
1936-10-02,7.296722603326282,1.0
1936-11-04,-0.4228370928334075,1.0
1936-12-07,0.8747257522364752,1.0
1937-01-07,6.330611311877717,1.0
1937-02-05,2.4310445489842802,1.0
1937-03-10,-8.280459050712047,1.0
1937-04-09,-1.5326552388633392,1.0
1937-05-10,-2.346077167120921,1.0
1937-06-09,1.7411087047506406,1.0
1937-07-09,2.9011605694179488,1.0
1937-08-09,-13.442296231225221,1.0
1937-09-08,-10.468704271189226,1.0
1937-10-07,-15.886284512738087,2.0
1937-11-09,1.6526832490092134,2.0
1937-12-10,1.5877784683921448,2.0
1938-01-10,-6.4560802070935495,2.0
1938-02-08,3.5065123193279035,2.0
1938-03-10,-16.176496011221243,2.0
1938-04-08,15.013740860984386,2.0
1938-05-10,-8.061854519023093,2.0
1938-06-09,20.317595996136358,2.0
1938-07-11,6.875526362029639,2.0
1938-08-09,-2.4898565893997198,2.0
1938-09-08,3.5127381510547484,2.0
1938-10-07,4.973588079600806,2.0
1938-11-09,-8.209700490964789,1.0
1938-12-12,2.3796417024997174,1.0
1939-01-12,-1.7120003970901039,1.0
1939-02-10,5.688576500349073,2.0
1939-03-15,-17.74343220239773,2.0
1939-04-14,4.426004307385721,2.0
1939-05-15,3.8143795979608557,1.0
1939-06-14,0.7864623153368926,1.0
1939-07-14,-0.5431205778502906,1.0
1939-08-14,13.130988691157809,1.0
1939-09-13,-2.0869361852561914,2.0
1939-10-13,-0.9718847376647595,1.0
1939-11-14,-1.6157057197139608,1.0
1939-12-14,-2.040423417355239,1.0
1940-01-16,2.197576548669037,0.0
1940-02-15,-1.2432115373168995,0.0
1940-03-18,1.2507270143139122,0.0
1940-04-17,-14.956407057212555,1.0
1940-05-16,-3.55807100883906,2.0
1940-06-17,1.873701581591127,2.0
1940-07-17,-1.5575665363943711,1.0
1940-08-15,4.169194365727799,1.0
1940-09-16,2.6131805905245256,1.0
1940-10-15,7.511565519910184,1.0
1940-11-15,-5.816824928114533,1.0
1940-12-17,0.24784179614558743,1.0
1941-01-17,-8.140021186850962,1.0
1941-02-18,4.818891352759993,1.0
1941-03-19,-4.578886522586776,1.0
1941-04-18,-1.1366035523731801,0.0
1941-05-19,6.333794109527822,0.0
1941-06-18,3.5507225329388845,0.0
1941-07-18,-1.5048206441867202,0.0
1941-08-18,2.808168424011596,0.0
1941-09-17,-6.500962989921856,0.0
1941-10-17,-2.6259249863996503,0.0
1941-11-19,-7.743672012997813,1.0
1941-12-19,5.817758294420345,1.0
1942-01-21,-4.36098929947317,1.0
1942-02-20,-3.467632998951054,1.0
1942-03-24,-3.6189166151458205,1.0
1942-04-23,3.7461400121268156,1.0
1942-05-22,5.3639559775636565,1.0
1942-06-22,4.236121618960038,1.0
1942-07-21,-0.07445509542512307,1.0
1942-08-19,-1.455029935058458,0.0
1942-09-18,9.085476401275038,0.0
1942-10-20,1.0534629537714295,0.0
1942-11-20,3.610480471209649,0.0
1942-12-22,5.58408970466253,0.0
1943-01-22,6.758952586933756,0.0
1943-02-24,1.8010450836861058,0.0
1943-03-25,5.065634525334235,0.0
1943-04-26,3.909940937044509,1.0
1943-05-25,0.6820680379939379,1.0
1943-06-24,5.216147957246618,1.0
1943-07-26,-7.3945908604655015,1.0
1943-08-24,5.303115398714382,1.0
1943-09-23,-2.126249109152284,0.0
1943-10-25,-5.031471655540974,0.0
1943-11-26,3.7380983384708872,0.0
