name,N_obs,mu_annual,kappa,theta_annual,nu,rho,v0,lambda_per_year,mu_J,sigma_J,objective,emp_mean,emp_std,emp_skew,emp_kurt,emp_max_dd,model_mean,model_std,model_skew,model_kurt,model_max_dd,mean_error_pct,std_error_pct,skew_error_pct,kurt_error_pct,max_dd_error_pct,elapsed_time_sec
regime_0.0,944,0.1555093527127371,12.02911094529546,0.014521507807709895,0.1,-0.972579995493644,0.01154569602165254,0.3349209163258393,-0.08469403419574513,0.01,3342.387698185626,0.010117167194100139,0.035156931603583845,-0.3927572114332185,0.5391684129891812,-0.25899808516736383,0.010074980839864994,0.03526502589325828,-0.3117302734559397,0.7557928485987531,-0.4354740390051087,0.41697792895767727,0.3074622407133344,20.630286502341168,40.17750862083952,68.1379376699664,35.143919706344604
regime_1.0,593,0.13099351056930544,12.836684199193508,0.02310585062042041,0.14974944343175,-0.36623921066804654,0.03135342419767606,0.5594197094771838,-0.12841608150531528,0.05578532062691386,1.686131987736261e-07,0.003301234132753427,0.05350823001000179,-1.0942784027937515,3.823151876929428,-0.6463311838471528,0.0037360635341198694,0.05745335394913871,-1.0381918254547953,3.686217216058388,-0.6606467228657305,13.171722570424556,7.372929245462798,5.125439485579194,3.581721712322324,2.2148922064021948,9.153531074523926
regime_2.0,140,0.10757834386486605,13.327344903473398,0.08736255776897213,0.32631451916940846,-0.32545891950456246,0.07525938796211644,0.5098376264706966,-0.2588085501450775,0.04246449399855133,8.410105118503719e-09,-0.00593324489181887,0.10119843053919585,-0.8363115880419918,2.9841457359655044,-0.865205231778834,-0.005335909385669892,0.09763327246304854,-0.845362536739272,2.5500008368954674,-0.8644577716891517,10.067602417230786,3.522938109960573,1.0822459985841697,14.548381261599868,0.08639107372773751,8.523147344589233
